MCMC_Iteration,Pathogen_Name,R0_sampled,SI_Clust_sampled,CFR_sampled,k_sampled,IP_sampled,LP_sampled,InfP_sampled,Route_resp,Route_direct,Route_sexual,Route_animal,Route_vector
1,COVID-19_WT,2.673128565054656,4.659783049756064,0.03481707795386477,0.6040381375193967,5.872382909135911,5.4879981013388,6.812153053284191,1,0,0,0,0
1,COVID-19_D,5.627155954659979,3.5613805488327124,0.004233777250589559,0.47986191459384675,5.0161605672146665,4.396362192741395,6.813659197906971,1,0,0,0,0
1,COVID-19_O,8.586994008815555,3.3359463678942225,0.0035406474706545267,0.31488953627974464,3.499062504283845,2.69219431423095,3.4012823491753967,1,0,0,0,0
1,Ebola,2.7390312306041853,14.79174230243566,0.5321282679761422,0.46306813685840603,8.664242030509751,10.571012912706365,7.785821794363795,0,1,0,1,0
1,Marburg,1.2003688092082885,5.901190531132765,0.3647377502546568,0.4871090198237857,7.432488831886532,6.264621637938622,3.2484277739140883,0,1,0,1,0
1,Mpox,1.253534655916658,12.047456440100042,0.07153100657884706,0.3051070561950443,7.9996328980412645,3,4.033302809654044,0,1,0,1,0
1,H1N1_18,2.6482060390141084,2.0699859165324863,0.029346933254599514,0.7427196732142376,1.34,1.5889584127787142,1.2049733427736662,1,0,0,0,0
1,H1N1_09,1.7702154065104656,2.6919445108476587,2e-4,7.842785087896009,1.791696894506721,2.5831875231407206,3.4592517026032867,1,0,0,0,0
1,SARS,1.41176968653582,3.7209858476142337,0.10084762249176665,0.21218472572633965,4.483910074621902,5.5,11.102984836734445,1,0,0,0,0
1,MERS,2.098119032571443,13.960771143573899,0.477092475056373,0.0581630198667991,6.678239257647894,7,18.3618405487037,1,0,0,1,0
2,COVID-19_WT,2.8444367285724605,5.020610048288074,0.024383197708038658,0.49613963820596413,5.67440546389178,5.407338344806006,6.520437101014748,1,0,0,0,0
2,COVID-19_D,4.867341397461129,3.9467279826305024,0.011870265209260605,0.647398577138806,4.482845357841237,4.476174046956376,6.121805735439617,1,0,0,0,0
2,COVID-19_O,9.62393992730335,3.189762612090394,0.007098580024712094,0.09355947709361892,3.3780245560666895,2.486717497451265,3.3422092548472557,1,0,0,0,0
2,Ebola,3.9327608025999936,14.142442487726086,0.6188089420258859,0.22872065678737574,8.658035146911574,9.735018016304082,6.9007959769357186,0,1,0,1,0
2,Marburg,1.0203801650357027,8.149464733196721,0.5539120200405934,0.662966652510911,6.167978319651429,6.646614207917548,3.86980310568039,0,1,0,1,0
2,Mpox,0.8,8.11524016751929,0.05342231999330252,0.35591693246894596,8.979803887155706,3,6.953754843252701,0,1,0,1,0
2,H1N1_18,2.1144581118866714,2.808541354705789,0.030704642051957422,1.1533883107544975,1.34,1.56516411812056,0.8905130739316585,1,0,0,0,0
2,H1N1_09,1.6615313890911438,2.056919610309804,2e-4,9.96599353115742,1.4950894985007162,2.6472507249818196,3.180902922380144,1,0,0,0,0
2,SARS,1.6363095505023864,4.14201086948853,0.10051385484423653,0.2462947862047763,4.261496550406177,6.706666666666666,6.258324450213672,1,0,0,0,0
2,MERS,0.4451678634164337,14.197280027990539,0.44765435426568045,1e-5,7.023125722270558,7,24.103729550125408,1,0,0,1,0
3,COVID-19_WT,2.797720482930494,4.676053279414118,0.034262598060534624,0.4245217808748292,6.288088539334017,5.398190535040127,8.621416430322295,1,0,0,0,0
3,COVID-19_D,5.96181267521479,3.574506480193131,0.00529145052202992,0.4871124554630787,4.601701483279368,4.249292684009899,6.891982294531568,1,0,0,0,0
3,COVID-19_O,10.236288107763832,3.266984768811996,0.003465635835906469,0.16802682253082252,3.3695426294996103,2.7363091611729486,3.5225671914733336,1,0,0,0,0
3,Ebola,2.937971590872508,15.301505418313976,0.5916994829153994,0.23027499199817095,8.234078503302156,10.072046545340491,6.75228531965418,0,1,0,1,0
3,Marburg,1.4218894670179494,2.9510142947240925,0.5697484153301529,0.5314174845034109,7.198079844494448,6.693969485839154,3.4525532354693387,0,1,0,1,0
3,Mpox,1.3016884477857378,9.900445721138997,0.056879804366020734,0.5596741096131086,8.977583175866105,3,6.655786877827475,0,1,0,1,0
3,H1N1_18,2.2107567457009036,2.77769377386172,0.027949129888462165,0.9881856900292552,1.34,1.5696490595316444,0.6296666217642152,1,0,0,0,0
3,H1N1_09,1.4641202003233262,1.9541258364252119,2e-4,7.641210399629657,1.719264373064685,2.5649759179034595,3.803334265930929,1,0,0,0,0
3,SARS,1.3423471266491815,2.0950365584047725,0.09990601133402058,0.10066681132400726,3.8205532245320306,6.1033333333333335,13.43,1,0,0,0,0
3,MERS,1.2715683095858574,8.058765289593934,0.3602080337710629,0.04036708592724987,7.315087539358513,7,15.242919753783088,1,0,0,1,0
4,COVID-19_WT,2.7708333397517437,4.92532818743986,0.025677460088512266,0.7218868495270432,5.4913834209409,5.019617813323368,8.157478871177654,1,0,0,0,0
4,COVID-19_D,4.299353545126763,3.7345870253142284,0.020258920706937536,0.7142872575044972,4.639096991280666,4.417480359662911,8.257375077208053,1,0,0,0,0
4,COVID-19_O,9.168021313183967,3.1564482149669373,8.282962069846823e-8,0.3030107001806706,3.937599392226408,2.5085934241599572,3.3213117997749406,1,0,0,0,0
